identifier,Crack,Contact,Corrosion,Interconnect
20220128_125245_SHELL_M55_6320427719,2.2046651,5.08e-05,0.0019038,0.0
20220128_125308_SHELL_M55_6320427719,5.0724873,0.0,0.0,0.0
20220128_125331_SHELL_M55_6320427719,0.791929,0.0,0.0,0.0
20220128_125608_SHELL_M55_6330431282,10.1317479,0.0,0.0,0.0
20220128_125636_SHELL_M55_6330431282,17.114882,0.0,0.0,0.0
20220128_125705_SHELL_M55_6330431282,6.6902279,0.0007652,0.0,0.0
20220128_125728_SHELL_M55_6330431282,4.492792,0.0,0.0,0.0
20220128_125751_SHELL_M55_6330431282,1.5704052,0.0,0.0,0.0
20220128_130026_SHELL_M55_6320427718,8.1807044,0.0,0.0,0.0
20220128_130055_SHELL_M55_6320427718,3.1031102,0.0,0.0,0.0
20220128_130123_SHELL_M55_6320427718,4.3647497,0.0,0.0,0.0
20220128_130146_SHELL_M55_6320427718,4.7391624,0.0,0.0,0.0
20220128_130209_SHELL_M55_6320427718,0.5868122,0.0,0.0,0.0
20220128_130442_SHELL_M55_6320427403,13.6604537,0.0,0.0,0.0
20220128_130511_SHELL_M55_6320427403,0.4879772,0.0,0.0052969,2.46e-05
20220128_130540_SHELL_M55_6320427403,3.4765737,0.0,0.0004061,0.0
20220128_130603_SHELL_M55_6320427403,3.0461421,0.0,0.0,0.0
20220128_130626_SHELL_M55_6320427403,0.7168327,0.0,0.0,0.0
20220128_131120_SHELL_M55_6320427721,2.9276769,0.0,0.0,0.0
20220128_131149_SHELL_M55_6320427721,19.3297969,0.0,0.0,0.0
20220128_131218_SHELL_M55_6320427721,3.3103807,0.0,0.0001015,0.0
20220128_131240_SHELL_M55_6320427721,3.573553,0.0,0.0,0.0
20220128_131303_SHELL_M55_6320427721,0.7360661000000001,0.0,0.0,0.0
20220128_131821_SHELL_M55_6330431033,8.2258376,0.0,0.0,0.0
20220128_131850_SHELL_M55_6330431033,12.6072983,0.0,0.0,0.0
20220128_131919_SHELL_M55_6330431033,4.6595698,0.0,0.0035104,0.0
20220128_131942_SHELL_M55_6330431033,4.5107963,0.0,0.0,0.0
20220128_132005_SHELL_M55_6330431033,1.0329573,0.0,0.0,0.0
20220128_132507_SHELL_M55_6330431036,5.9824673,0.0,0.0,0.0
20220128_132536_SHELL_M55_6330431036,9.9072725,0.0,0.0,0.0
20220128_132605_SHELL_M55_6330431036,4.731505,0.0016582,0.0,0.0
20220128_132628_SHELL_M55_6330431036,2.5977549,0.0,0.0,0.0
20220128_132651_SHELL_M55_6330431036,1.303452,0.0,0.0,0.0
20220128_133248_SHELL_M55_6320427392,1.4278988,0.0,0.0,0.0
20220128_133317_SHELL_M55_6320427392,18.6475946,0.0,0.0,0.0
20220128_133346_SHELL_M55_6320427392,3.9276206,0.0,0.0,0.0
20220128_133409_SHELL_M55_6320427392,3.3311357999999998,0.0,0.0,0.0
20220128_133432_SHELL_M55_6320427392,0.889188,0.0,0.0,0.0
20220128_134108_SHELL_M55_6320427549,5.8272981,0.0,0.0,0.0
20220128_134137_SHELL_M55_6320427549,21.848959,0.0,0.0,0.0
20220128_134205_SHELL_M55_6320427549,2.9524111,0.0,0.0,0.0
20220128_134229_SHELL_M55_6320427549,3.1004620000000003,0.0,0.0,0.0
20220128_134252_SHELL_M55_6320427549,0.3375511,0.0,0.0,0.0
20220128_135026_SHELL_M55_6320427445,15.5712694,0.0,0.0,0.0
20220128_135055_SHELL_M55_6320427445,22.202742,0.0,0.0,0.0
20220128_135124_SHELL_M55_6320427445,2.9528062999999998,0.0,0.0002296,0.0
20220128_135147_SHELL_M55_6320427445,2.4609438,0.0,0.0,0.0
20220128_135210_SHELL_M55_6320427445,1.6420305,0.0,0.0,0.0
20220128_135548_SHELL_M55_6320427333,19.0945033,0.0,0.0,0.0
20220128_135617_SHELL_M55_6320427333,13.9276843,0.0,0.0,0.0
20220128_135646_SHELL_M55_6320427333,5.0347194,0.0,0.0,0.0
20220128_135709_SHELL_M55_6320427333,4.3576027,0.0,0.0,0.0
20220128_135732_SHELL_M55_6320427333,1.9794931,0.0,0.0,0.0
20220128_140010_SHELL_M55_6330431469,17.1257008,0.0,0.0,0.0
20220128_140039_SHELL_M55_6330431469,15.007897100000001,0.0,0.0,0.0
20220128_140108_SHELL_M55_6330431469,4.1651637,0.0,0.000101,0.0
20220128_140131_SHELL_M55_6330431469,4.0359894,0.0,0.0,0.0
20220128_140154_SHELL_M55_6330431469,0.7299794000000001,0.0,0.0,0.0
20220128_140442_SHELL_M55_6320427662,17.5421731,0.0,0.0,0.0
20220128_140511_SHELL_M55_6320427662,10.7234782,0.0,0.0,0.0
20220128_140540_SHELL_M55_6320427662,6.4990527,0.0,0.0,0.0
20220128_140603_SHELL_M55_6320427662,4.0154049,0.0,0.0,0.0
20220128_140626_SHELL_M55_6320427662,1.5330456000000001,0.0,0.0,0.0
20220128_141405_SHELL_M55_6320427255,11.2408852,0.0,0.0,0.0
20220128_141434_SHELL_M55_6320427255,15.8926898,0.0,0.0,0.0
20220128_141502_SHELL_M55_6320427255,2.9484768,0.0,0.001269,0.0
20220128_141526_SHELL_M55_6320427255,3.0170358,0.0,0.0,0.0
20220128_141548_SHELL_M55_6320427255,0.3123469,0.0048236,0.0,0.0
20220128_141821_SHELL_M55_6320427440,8.2381009,0.0,0.0,0.0
20220128_141850_SHELL_M55_6320427440,16.088754899999998,0.0,0.0,0.0
20220128_141919_SHELL_M55_6320427440,4.9177552,0.0,0.0002041,0.0
20220128_141942_SHELL_M55_6320427440,2.6646426,0.0,0.0,0.0
20220128_142005_SHELL_M55_6320427440,0.9883927,0.0,0.0,0.0
20220128_142455_SHELL_M55_6320427673,17.906246,0.0,0.0,0.0
20220128_142524_SHELL_M55_6320427673,15.8430559,0.0,0.0,0.0
20220128_142552_SHELL_M55_6320427673,3.7395137,0.0,0.0,0.0
20220128_142615_SHELL_M55_6320427673,2.7468273,0.0,0.0,0.0
20220128_142638_SHELL_M55_6320427673,1.4551521,0.0,0.0,0.0
20220128_143357_SHELL_M55_6330431039,7.7301667,0.0,0.0,0.0
20220128_143425_SHELL_M55_6330431039,13.7812359,0.0,0.0,0.0
20220128_143454_SHELL_M55_6330431039,3.1369295,0.0,0.0010607,0.0
20220128_143517_SHELL_M55_6330431039,3.7051519,0.0,0.0,0.0
20220128_143540_SHELL_M55_6330431039,0.7818781,0.0,0.0,0.0
20220128_144057_SHELL_M55_6320427806,9.9941192,0.0,0.0,0.0
20220128_144126_SHELL_M55_6320427806,6.6168398,0.0,0.0,0.0
20220128_144154_SHELL_M55_6320427806,5.583273999999999,0.0,0.0,0.0
20220128_144217_SHELL_M55_6320427806,3.6782742,0.0,0.0,0.0
20220128_144240_SHELL_M55_6320427806,1.172005,0.0,0.0,0.0
20220128_145345_SHELL_M55_6320427261,15.3897109,0.0,0.0,0.0
20220128_145414_SHELL_M55_6320427261,17.9466948,0.0,0.0,0.0
20220128_145443_SHELL_M55_6320427261,5.1376364,0.0,0.0001768,0.0
20220128_145506_SHELL_M55_6320427261,4.6055585,0.0,0.0,0.0
20220128_145529_SHELL_M55_6320427261,1.5158883,0.0,0.0,0.0
20220128_150255_SHELL_M55_6320427401,9.3863745,0.0,0.0,0.0
20220128_150324_SHELL_M55_6320427401,17.9664921,0.0,0.0,0.0
20220128_150353_SHELL_M55_6320427401,3.5384185,0.0033418,0.0,0.0
20220128_150416_SHELL_M55_6320427401,2.468903,0.0,0.0,0.0
20220128_150439_SHELL_M55_6320427401,1.0824113,0.0,0.0,0.0
20220128_150800_SHELL_M55_6330431490,9.084617,0.0,0.0,0.0
20220128_150829_SHELL_M55_6330431490,12.9404387,0.0,0.0,0.0
20220128_150858_SHELL_M55_6330431490,3.8489025999999997,0.0,0.0,0.0
20220128_150921_SHELL_M55_6330431490,2.9560318,0.0,0.0,0.0
20220128_150944_SHELL_M55_6330431490,1.181049,0.0,0.0,0.0
20220128_151434_SHELL_M55_6320427802,17.8052238,0.0,0.0,0.0
20220128_151503_SHELL_M55_6320427802,8.7634919,0.0,0.0,0.0
20220128_151532_SHELL_M55_6320427802,4.5167348,0.0,0.0,0.0
20220128_151555_SHELL_M55_6320427802,2.5070154000000002,0.0,0.0,0.0
20220128_151618_SHELL_M55_6320427802,1.3284012,0.0,0.0,0.0
20220128_151948_SHELL_M55_6320427804,13.3398285,0.0,0.0,0.0
20220128_152016_SHELL_M55_6320427804,19.0592993,0.0,0.0,0.0
20220128_152045_SHELL_M55_6320427804,5.2836803,0.0,0.0,0.0
20220128_152108_SHELL_M55_6320427804,4.535342,0.0,0.0,0.0
20220128_152131_SHELL_M55_6320427804,1.5692133,0.0,0.0,0.0
20220128_152756_SHELL_M55_6320427258,11.270311,0.0,0.0,0.0
20220128_152825_SHELL_M55_6320427258,12.7324235,0.0,0.0,0.0
20220128_152854_SHELL_M55_6320427258,2.6541656,0.0,7.58e-05,0.0
20220128_152917_SHELL_M55_6320427258,2.3888169,0.0,0.0,0.0
20220128_152940_SHELL_M55_6320427258,0.7310406,0.0,0.0,0.0
20220128_153651_SHELL_M55_6320427433,7.0704265,0.0,0.0,0.0
20220128_153720_SHELL_M55_6320427433,11.5086436,0.0,0.0,0.0
20220128_153749_SHELL_M55_6320427433,4.694749,0.0,0.0,0.0
20220128_153812_SHELL_M55_6320427433,3.7404347,0.0,0.0,0.0
20220128_153835_SHELL_M55_6320427433,1.6435333,0.0,0.0,0.0
20220128_154210_SHELL_M55_6330430948,16.7394292,0.0,0.0,0.0
20220128_154239_SHELL_M55_6330430948,13.6846726,0.001288,0.0,0.0
20220128_154308_SHELL_M55_6330430948,4.2237246,0.0,0.0,0.0
20220128_154331_SHELL_M55_6330430948,1.7747921,0.0,0.0,0.0
20220128_154354_SHELL_M55_6330430948,1.5457868,0.0,0.0,0.0
20220128_154753_SHELL_M55_6320427231,6.5846626,0.0,0.0,0.0
20220128_154821_SHELL_M55_6320427231,13.7128818,0.0003031,0.0,0.0
20220128_154850_SHELL_M55_6320427231,2.2777693,0.0,0.0013199,0.0
20220128_154913_SHELL_M55_6320427231,1.7704846,0.0,0.0,0.0
20220128_154937_SHELL_M55_6320427231,0.7294995999999999,0.0,0.0,0.0
20220128_155214_SHELL_M55_6320427398,7.1053599,0.0,0.0,0.0
20220128_155243_SHELL_M55_6320427398,12.8097327,0.0029295,0.0,0.0
20220128_155312_SHELL_M55_6320427398,1.4118625,0.0,0.0002041,0.0
20220128_155335_SHELL_M55_6320427398,3.5604821,0.0,0.0,0.0
20220128_155358_SHELL_M55_6320427398,0.9775513,0.0,0.0,0.0
20220128_160351_SHELL_M55_6330431037,15.1095092,0.0,0.0,0.0
20220128_160420_SHELL_M55_6330431037,6.6602592,0.003769,0.0,0.0
20220128_160448_SHELL_M55_6330431037,3.0198985,0.0,0.0,0.0
20220128_160511_SHELL_M55_6330431037,4.2960662,0.0,0.0,0.0
20220128_160534_SHELL_M55_6330431037,1.079122,0.0,0.0,0.0
20220128_161147_SHELL_M55_6320427436,9.040857,0.0,0.0,0.0
20220128_161216_SHELL_M55_6320427436,18.0745842,0.000201,0.0,0.0
20220128_161245_SHELL_M55_6320427436,6.2145153,0.0005102,0.0,0.0
20220128_161308_SHELL_M55_6320427436,3.5145404,0.0,0.0,0.0
20220128_161331_SHELL_M55_6320427436,1.433978,0.0,0.0,0.0
20220128_161657_SHELL_M55_6330431026,16.9995326,0.0,0.0,0.0
20220128_161726_SHELL_M55_6330431026,15.53187,0.0,0.0,0.0
20220128_161755_SHELL_M55_6330431026,2.8496005,0.0,0.0089963,2.51e-05
20220128_161818_SHELL_M55_6330431026,2.6993517000000002,0.0,0.0,0.0
20220128_161841_SHELL_M55_6330431026,0.0722025,0.0,0.0,0.0
20220128_162219_SHELL_M55_6320427552,12.5959453,0.0,0.0,0.0
20220128_162248_SHELL_M55_6320427552,12.4254047,0.0,0.0,0.0
20220128_162317_SHELL_M55_6320427552,4.729121,0.0,0.0,0.0
20220128_162339_SHELL_M55_6320427552,4.0005074,0.0,0.0,0.0
20220128_162403_SHELL_M55_6320427552,1.5804061,0.0,0.0,0.0
20220128_162627_SHELL_M55_6330431487,15.7877036,0.0,0.0,0.0
20220128_162656_SHELL_M55_6330431487,13.3110705,0.0,0.0,0.0
20220128_162725_SHELL_M55_6330431487,4.6430364,0.0,0.001205,0.0
20220128_162748_SHELL_M55_6330431487,2.6531379,0.0,0.0,0.0
20220128_162811_SHELL_M55_6330431487,1.6445432,0.0,0.0,0.0
20220128_163045_SHELL_M55_6330431470,13.1301487,0.0,0.0,0.0
20220128_163114_SHELL_M55_6330431470,13.5777455,0.0,0.0,0.0
20220128_163142_SHELL_M55_6330431470,2.705609,0.0,0.0022476,0.0
20220128_163205_SHELL_M55_6330431470,3.8605447,0.0,0.0,0.0
20220128_163228_SHELL_M55_6330431470,0.583125,0.0,0.0,0.0
20220128_163503_SHELL_M55_6330431040,17.0309443,0.0,0.0,0.0
20220128_163532_SHELL_M55_6330431040,8.2576752,7.46e-05,0.0,0.0
20220128_163601_SHELL_M55_6330431040,5.0288576,0.0,0.0,0.0
20220128_163624_SHELL_M55_6330431040,3.3639597,0.0,0.0,0.0
20220128_163646_SHELL_M55_6330431040,0.8987045,0.0,0.0,0.0
20220128_163934_SHELL_M55_6320427276,12.397499700000001,0.0,0.0,0.0
20220128_164002_SHELL_M55_6320427276,15.6841068,0.0,0.0,0.0
20220128_164031_SHELL_M55_6320427276,4.7880202,0.0,0.0,0.0
20220128_164054_SHELL_M55_6320427276,4.6178677,0.0,0.0,0.0
20220128_164117_SHELL_M55_6320427276,0.8709136,0.0,0.0,0.0
20220128_164550_SHELL_M55_6330431057,6.3662756,0.0,0.0,0.0
20220128_164619_SHELL_M55_6330431057,13.3991906,0.0,0.0,0.0
20220128_164648_SHELL_M55_6330431057,3.2737563,0.0,0.0012437000000000001,0.0
20220128_164711_SHELL_M55_6330431057,3.6445686,0.0,0.0,0.0
20220128_164903_SHELL_M55_6330431057,0.6675127000000001,0.0,0.0,0.0
20220128_165220_SHELL_M55_6320427323,5.7694176,0.0,0.0,0.0
20220128_165249_SHELL_M55_6320427323,16.1227195,0.0,0.0,0.0
20220128_165318_SHELL_M55_6320427323,4.9661168,0.0,0.0001269,0.0
20220128_165341_SHELL_M55_6320427323,4.3906344,0.0008122,0.0,0.0
20220128_165404_SHELL_M55_6320427323,0.8107108,0.0,0.0,0.0
20220128_165649_SHELL_M55_6330430949,13.0308264,0.0,0.0,0.0
20220128_165718_SHELL_M55_6330430949,14.6605056,0.0,0.0,0.0
20220128_165747_SHELL_M55_6330430949,4.1473215,0.0,0.0,0.0
20220128_165810_SHELL_M55_6330430949,3.5992623,0.0,0.0,0.0
20220128_165833_SHELL_M55_6330430949,2.0565447,0.0,0.0,0.0
20220128_170114_SHELL_M55_6320427432,11.7108593,0.0,0.0,0.0
20220128_170143_SHELL_M55_6320427432,15.2616298,2.49e-05,0.0,0.0
20220128_170247_SHELL_M55_6320427432,6.1854192,0.0,0.0,0.0
20220128_170310_SHELL_M55_6320427432,4.5082992,0.0,0.0,0.0
20220128_170333_SHELL_M55_6320427432,1.2860152,0.0,0.0,0.0
20220128_170544_SHELL_M55_6330431111,3.6003062999999997,0.0,0.0073469,0.0
20220128_170607_SHELL_M55_6330431111,2.1799301,0.0,0.0,0.0
20220128_170631_SHELL_M55_6330431111,1.538224,0.0,0.0,0.0
20220128_170833_SHELL_M55_6330431111,5.3940518,0.0,0.0,0.0
20220128_170902_SHELL_M55_6330431111,13.8688279,0.0,0.0,0.0
20220128_171224_SHELL_M55_6330432695,12.4538955,0.0,0.0,0.0
20220128_171253_SHELL_M55_6330432695,5.5329651,0.0,0.0,0.0
20220128_171322_SHELL_M55_6330432695,4.4641626,0.0,0.0,0.0
20220128_171345_SHELL_M55_6330432695,3.1057612,0.0,0.0,0.0
20220128_171408_SHELL_M55_6330432695,1.2310151,0.0,0.0,0.0
20220128_171718_SHELL_M55_6320427306,18.042278,0.0,0.0,0.0
20220128_171746_SHELL_M55_6320427306,18.6150801,0.0,0.0,0.0
20220128_171815_SHELL_M55_6320427306,2.8227644,0.0,0.0006566,0.0
20220128_171838_SHELL_M55_6320427306,3.7009643,0.0,0.0,0.0
20220128_171901_SHELL_M55_6320427306,1.5003808,0.0,0.0,0.0
20220128_172219_SHELL_M55_6320427400,17.2450852,0.0,0.0,0.0
20220128_172248_SHELL_M55_6320427400,5.3329312,0.0,0.0,0.0
20220128_172317_SHELL_M55_6320427400,4.4527919,0.0,0.0,0.0
20220128_172340_SHELL_M55_6320427400,3.5138322,0.0,0.0,0.0
20220128_172403_SHELL_M55_6320427400,1.1885533,0.0,0.0,0.0
20220128_172702_SHELL_M55_6320427340,2.6266913,0.0,0.0,0.0
20220128_172731_SHELL_M55_6320427340,16.6169368,0.0,0.0,0.0
20220128_172759_SHELL_M55_6320427340,6.7720559,0.0,0.0,0.0
20220128_172822_SHELL_M55_6320427340,2.7811479,0.0006122,0.0,0.0
20220128_172845_SHELL_M55_6320427340,1.5969644,0.0,0.0,0.0
20220128_173147_SHELL_M55_6320427439,7.7759331,0.0,0.0,0.0
20220128_173216_SHELL_M55_6320427439,19.7284517,0.0,0.0,0.0
20220128_173244_SHELL_M55_6320427439,7.5877916,0.0,0.0,0.0
20220128_173307_SHELL_M55_6320427439,3.6261421,0.0,0.0,0.0
20220128_173330_SHELL_M55_6320427439,1.3757858,0.0,0.0,0.0
20220128_173727_SHELL_M55_6330431479,7.2915542,0.0,0.0,0.0
20220128_173755_SHELL_M55_6330431479,8.1265387,0.0005025,0.0,0.0
20220128_173824_SHELL_M55_6330431479,3.9115481,0.0,0.0,0.0
20220128_173847_SHELL_M55_6330431479,3.0875887,0.0,0.0,0.0
20220128_173911_SHELL_M55_6330431479,0.7108122,0.0,0.0,0.0
20220128_174307_SHELL_M55_6330431284,13.8120883,0.0,0.0,0.0
20220128_174336_SHELL_M55_6330431284,13.5354034,0.0,0.0,0.0
20220128_174405_SHELL_M55_6330431284,6.161595,0.0,0.0,0.0
20220128_174428_SHELL_M55_6330431284,2.0035123,0.0,0.0,0.0
20220128_174536_SHELL_M55_6330431284,1.490076,0.0,0.0,0.0
20220128_175456_SHELL_M55_6320427668,11.9141039,0.0,0.0,0.0
20220128_175529_SHELL_M55_6320427668,12.7747669,0.0,0.0,0.0
20220128_175603_SHELL_M55_6320427668,7.4048926,0.0,0.0,0.0
20220128_175631_SHELL_M55_6320427668,3.9065225999999997,0.0,0.0,0.0
20220128_175659_SHELL_M55_6320427668,2.3126397,0.0,0.0,0.0
20220128_180015_SHELL_M55_6320427663,6.6677749,0.0,0.0,0.0
20220128_180049_SHELL_M55_6320427663,13.4260718,0.0,0.0,0.0
20220128_180123_SHELL_M55_6320427663,3.4629338,0.0,0.0,0.0
20220128_180151_SHELL_M55_6320427663,2.9653061,0.0,0.0,0.0
20220128_180219_SHELL_M55_6320427663,1.2691876,0.0,0.0,0.0
20220128_180608_SHELL_M55_6330431482,10.6295577,0.0075468,0.0,0.0
20220128_180641_SHELL_M55_6330431482,19.0402028,0.0,0.0,0.0
20220128_180715_SHELL_M55_6330431482,4.4950255,0.0003046,0.0,0.0
20220128_180744_SHELL_M55_6330431482,3.6689848,0.0,0.0,0.0
20220128_180812_SHELL_M55_6330431482,0.6261335,0.0,0.0,0.0
20220128_182141_SHELL_M55_6320427763,10.0124652,0.0,0.0,0.0
20220128_182215_SHELL_M55_6320427763,4.6629412,0.0,0.0,0.0
20220128_182248_SHELL_M55_6320427763,6.1082487,0.0,0.0,0.0
20220128_182316_SHELL_M55_6320427763,3.2010967,0.0,0.0,0.0
20220128_182344_SHELL_M55_6320427763,1.3928315,0.0,0.0,0.0
20220128_190544_SHELL_M55_6320427793,14.6309365,0.0,0.0,0.0
20220128_190618_SHELL_M55_6320427793,12.6490399,0.0,0.0,0.0
20220128_190652_SHELL_M55_6320427793,6.6967767,0.0,0.0,0.0
20220128_190720_SHELL_M55_6320427793,5.7007871,0.0,0.0,0.0
20220128_190748_SHELL_M55_6320427793,1.6948479,0.0,0.0,0.0
20220128_190955_SHELL_M55_6320427428,7.7900245,0.0,0.0,0.0
20220128_191028_SHELL_M55_6320427428,20.455034,0.0,0.0,0.0
20220128_191102_SHELL_M55_6320427428,3.8581885,0.0,0.0,0.0
20220128_191130_SHELL_M55_6320427428,2.1994644,0.0,0.0,0.0
20220128_191159_SHELL_M55_6320427428,0.7956391,0.0,0.0,0.0
20220129_070102_SHELL_M55_6320427388,18.0787919,0.0,0.0,0.0
20220129_070136_SHELL_M55_6320427388,19.903198,0.0,0.0,0.0
20220129_070209_SHELL_M55_6320427388,2.1033323,5.03e-05,0.0076141,0.0
20220129_070237_SHELL_M55_6320427388,2.6968729000000002,0.0,0.0,0.0
20220129_070305_SHELL_M55_6320427388,0.7086144,0.0,0.0,0.0
20220129_070606_SHELL_M55_6330430950,18.0924882,0.0,0.0,0.0
20220129_070640_SHELL_M55_6330430950,16.7967177,0.0,0.0,0.0
20220129_070713_SHELL_M55_6330430950,7.5278931,0.0,0.0,0.0
20220129_070742_SHELL_M55_6330430950,4.3358375,0.0,0.0,0.0
20220129_070810_SHELL_M55_6330430950,1.7447206,0.0,0.0,0.0
20220129_071259_SHELL_M55_6330431269,9.4898298,0.0,0.0,0.0
20220129_071333_SHELL_M55_6330431269,1.1365863,0.0,0.0,0.0
20220129_071407_SHELL_M55_6330431269,4.6548725,0.0,0.0,0.0
20220129_071434_SHELL_M55_6330431269,3.5511528,0.0,0.0,0.0
20220129_071503_SHELL_M55_6330431269,0.9277723999999999,0.0011112,0.0,0.0
20220129_071806_SHELL_M55_6320427316,16.7145828,0.0,0.0,0.0
20220129_071839_SHELL_M55_6320427316,20.5067507,0.0,0.0,0.0
20220129_071913_SHELL_M55_6320427316,4.7310155,0.0,0.0,0.0
20220129_071941_SHELL_M55_6320427316,4.1793905,0.0,0.0,0.0
20220129_072009_SHELL_M55_6320427316,1.9526648,0.0,0.0,0.0
20220129_072348_SHELL_M55_6320427664,11.2723033,0.0,0.0,0.0
20220129_072422_SHELL_M55_6320427664,18.6862939,0.0,0.0,0.0
20220129_072456_SHELL_M55_6320427664,4.7854588,0.0,0.0,0.0
20220129_072524_SHELL_M55_6320427664,2.4684182,0.0,0.0,0.0
20220129_072656_SHELL_M55_6320427664,1.763189,0.0,0.0,0.0
20220129_073856_SHELL_M55_6330431064,14.4050718,0.0,0.0,0.0
20220129_073930_SHELL_M55_6330431064,18.1722192,0.0,0.0,0.0
20220129_074003_SHELL_M55_6330431064,3.5863324,0.0006061,0.0044448,0.0
20220129_074032_SHELL_M55_6330431064,3.9857563,0.0,0.0,0.0
20220129_074100_SHELL_M55_6330431064,0.9430712,0.0,0.0,0.0
20220129_075605_SHELL_M55_6320427318,13.9493668,0.0,0.0,0.0
20220129_075639_SHELL_M55_6320427318,5.5113573,0.0,0.0,0.0
20220129_075713_SHELL_M55_6320427318,4.5247969,0.0,0.0,0.0
20220129_075741_SHELL_M55_6320427318,3.3803808,0.0,0.0,0.0
20220129_075809_SHELL_M55_6320427318,1.0539594,0.0,0.0,0.0
20220129_081511_SHELL_M55_6320427695,16.1784524,0.0,0.0,0.0
20220129_081545_SHELL_M55_6320427695,12.4428356,2.51e-05,0.0,0.0
20220129_081619_SHELL_M55_6320427695,3.8295006,0.0,0.0004569,0.0
20220129_081647_SHELL_M55_6320427695,2.8618623,0.0,0.0,0.0
20220129_081931_SHELL_M55_6320427695,0.8963776999999999,0.0,0.0,0.0
20220129_085227_SHELL_M55_6330431017,8.0766272,0.0,0.0,0.0
20220129_085251_SHELL_M55_6330431017,21.1974638,0.0,0.0,0.0
20220129_085315_SHELL_M55_6330431017,3.642883,0.0035715,0.0003571,0.0
20220129_085333_SHELL_M55_6330431017,2.4206262,0.0,0.0,0.0
20220129_085351_SHELL_M55_6330431017,1.0095186,0.0,0.0,0.0
20220129_090537_SHELL_M55_6320427800,15.5719416,0.0,0.0,0.0
20220129_090601_SHELL_M55_6320427800,10.3195818,0.0,0.0,0.0
20220129_090625_SHELL_M55_6320427800,5.0001261,0.0003536,0.0,0.0
20220129_090643_SHELL_M55_6320427800,2.6447353,0.0,0.0,0.0
20220129_090701_SHELL_M55_6320427800,1.0123746,0.0,0.0,0.0
20220129_091813_SHELL_M55_6320427805,8.8010185,0.0,0.0,0.0
20220129_091837_SHELL_M55_6320427805,23.6960096,0.0,0.0,0.0
20220129_091901_SHELL_M55_6320427805,6.5443146,0.0,0.0,0.0
20220129_091919_SHELL_M55_6320427805,3.5920397,0.0,0.0,0.0
20220129_091937_SHELL_M55_6320427805,1.8429188,0.0,0.0,0.0
20220129_093137_SHELL_M55_6320427345,18.0809209,0.0,0.0,0.0
20220129_093201_SHELL_M55_6320427345,15.4304181,0.0,0.0,0.0
20220129_093225_SHELL_M55_6320427345,4.4961283,0.0,0.0,0.0
20220129_093243_SHELL_M55_6320427345,2.5269203,0.0,0.0,0.0
20220129_093301_SHELL_M55_6320427345,2.4687566,0.0,0.0,0.0
20220129_094417_SHELL_M55_6330431476,10.0927615,0.0,0.0,0.0
20220129_094441_SHELL_M55_6330431476,15.9353186,0.0,0.0,0.0
20220129_094505_SHELL_M55_6330431476,5.9780962,0.0,0.0,0.0
20220129_094523_SHELL_M55_6330431476,3.6047426,0.0,0.0,0.0
20220129_094541_SHELL_M55_6330431476,1.5199493,0.0,0.0,0.0
20220129_095722_SHELL_M55_6320427435,11.4289769,0.0,0.0,0.0
20220129_095745_SHELL_M55_6320427435,6.808756,0.0,0.0,0.0
20220129_095809_SHELL_M55_6320427435,5.310301,0.0,0.0004294,0.0
20220129_095827_SHELL_M55_6320427435,4.2206599,0.0,0.0,0.0
20220129_095845_SHELL_M55_6320427435,0.9328173,0.0,0.0,0.0
20220129_101012_SHELL_M55_6330431056,8.1977882,0.0,0.0,0.0
20220129_101036_SHELL_M55_6330431056,13.7191563,0.0,0.0,0.0
20220129_101100_SHELL_M55_6330431056,5.3082482,0.0,0.0008122,0.0
20220129_101118_SHELL_M55_6330431056,4.7339192,0.0,0.0,0.0
20220129_101135_SHELL_M55_6330431056,1.2446191,0.0,0.0,0.0
20220129_102308_SHELL_M55_6330432632,6.9935393999999995,0.0,0.0,0.0
20220129_102332_SHELL_M55_6330432632,17.2442079,0.0,0.0,0.0
20220129_102356_SHELL_M55_6330432632,4.4272586,0.0,0.0,0.0
20220129_102708_SHELL_M55_6330432632,3.9545174,0.0,0.0,0.0
20220129_102726_SHELL_M55_6330432632,1.6001717,0.0,0.0,0.0
20220129_104151_SHELL_M55_6320427265,10.7844426,0.0,0.0,0.0
20220129_104215_SHELL_M55_6320427265,3.9157707000000004,0.0,0.0,0.0
20220129_104326_SHELL_M55_6320427265,3.1296696,0.0,0.0026903,0.0
20220129_104344_SHELL_M55_6320427265,3.6939409999999997,0.0,0.0,0.0
20220129_104401_SHELL_M55_6320427265,0.9444909,0.0,0.0,0.0
20220129_105905_SHELL_M55_6320427389,7.1479541,0.0,0.0,0.0
20220129_105929_SHELL_M55_6320427389,15.4233676,0.0,0.0,0.0
20220129_105953_SHELL_M55_6320427389,4.3573502,0.0019446,0.0,0.0
20220129_110011_SHELL_M55_6320427389,4.8234518,0.0,0.0,0.0
20220129_110029_SHELL_M55_6320427389,1.183604,0.0,0.0,0.0
20220129_111209_SHELL_M55_6320427701,8.5483665,0.0,0.0,0.0
20220129_111232_SHELL_M55_6320427701,14.0522386,0.0,0.0,0.0
20220129_111256_SHELL_M55_6320427701,4.8526403,0.0,0.0,0.0
20220129_111314_SHELL_M55_6320427701,3.9455261999999998,0.0,0.0,0.0
20220129_111332_SHELL_M55_6320427701,0.9205748,0.0,0.0,0.0
